title,line_text
Tamerlane,"Of her—who asked no reason why,"
Tamerlane,But turned on me her quiet eye!
Tamerlane,Yet more than worthy of the love
Tamerlane,"My spirit struggled with, and strove"
Tamerlane,"When, on the mountain peak, alone,"
Tamerlane,Ambition lent it a new tone—
Tamerlane,I had no being—but in thee:
Tamerlane,"The world, and all it did contain"
Tamerlane,In the earth—the air—the sea—
Tamerlane,Its joy—its little lot of pain
Tamerlane,"That was new pleasure—the ideal,"
Tamerlane,"Dim, vanities of dreams by night—"
Tamerlane,And dimmer nothings which were real—
Tamerlane,(Shadows—and a more shadowy light!)
Tamerlane,"Parted upon their misty wings,"
Tamerlane,"And, so, confusedly, became"
Tamerlane,Thine image and—a name—a name!
Tamerlane,Two separate—yet most intimate things.
Tamerlane,I was ambitious—have you known
Tamerlane,"The passion, father? You have not:"
Tamerlane,"A cottager, I marked a throne"
Tamerlane,"Of half the world as all my own,"
Tamerlane,And murmured at such lowly lot—
Tamerlane,"But, just like any other dream,"
Tamerlane,Upon the vapor of the dew
Tamerlane,"My own had past, did not the beam"
Tamerlane,Of beauty which did while it thro'
Tamerlane,The minute—the hour—the day—oppress
Tamerlane,My mind with double loveliness.
Tamerlane,We walked together on the crown
Tamerlane,Of a high mountain which looked down
Tamerlane,Afar from its proud natural towers
Tamerlane,"Of rock and forest, on the hills—"
Tamerlane,The dwindled hills! begirt with bowers
Tamerlane,And shouting with a thousand rills.
Tamerlane,"I spoke to her of power and pride,"
Tamerlane,But mystically—in such guise
Tamerlane,That she might deem it nought beside
Tamerlane,The moment's converse; in her eyes
Tamerlane,"I read, perhaps too carelessly—"
Tamerlane,A mingled feeling with my own—
Tamerlane,"The flush on her bright cheek, to me"
Tamerlane,Seemed to become a queenly throne
Tamerlane,Too well that I should let it be
Tamerlane,Light in the wilderness alone.
Tamerlane,"I wrapped myself in grandeur then,"
Tamerlane,And donned a visionary crown—
Tamerlane,Yet it was not that Fantasy
Tamerlane,Had thrown her mantle over me—
Tamerlane,"But that, among the rabble—men,"
Tamerlane,Lion ambition is chained down—
Tamerlane,And crouches to a keeper's hand—
Tamerlane,Not so in deserts where the grand—
Tamerlane,The wild—the terrible conspire
Tamerlane,With their own breath to fan his fire.
Tamerlane,Look 'round thee now on Samarcand!—
Tamerlane,Is she not queen of Earth? her pride
Tamerlane,Above all cities? in her hand
Tamerlane,Their destinies? in all beside
Tamerlane,Of glory which the world hath known
Tamerlane,Stands she not nobly and alone?
Tamerlane,Falling—her veriest stepping-stone
Tamerlane,Shall form the pedestal of a throne—
Tamerlane,And who her sovereign? Timour—he
Tamerlane,Whom the astonished people saw
Tamerlane,Striding o'er empires haughtily
Tamerlane,A diademed outlaw!
Tamerlane,"O, human love! thou spirit given,"
Tamerlane,"On Earth, of all we hope in Heaven!"
Tamerlane,Which fall'st into the soul like rain
Tamerlane,"Upon the Siroc-withered plain,"
Tamerlane,"And, failing in thy power to bless,"
Tamerlane,But leav'st the heart a wilderness!
Tamerlane,Idea! which bindest life around
Tamerlane,With music of so strange a sound
Tamerlane,And beauty of so wild a birth—
Tamerlane,Farewell! for I have won the Earth.
Tamerlane,"When Hope, the eagle that towered, could see"
Tamerlane,"No cliff beyond him in the sky,"
Tamerlane,His pinions were bent droopingly—
Tamerlane,And homeward turned his softened eye.
Tamerlane,'Twas sunset: When the sun will part
Tamerlane,There comes a sullenness of heart
Tamerlane,To him who still would look upon
Tamerlane,The glory of the summer sun.
Tamerlane,That soul will hate the ev'ning mist
Tamerlane,"So often lovely, and will list"
Tamerlane,To the sound of the coming darkness (known
Tamerlane,To those whose spirits hearken) as one
Tamerlane,"Who, in a dream of night, would fly,"
Tamerlane,"But cannot , from a danger nigh."
Tamerlane,What tho' the moon—tho' the white moon
Tamerlane,"Shed all the splendor of her noon, Her smile is chilly—and her beam,"
Tamerlane,"In that time of dreariness, will seem"
Tamerlane,(So like you gather in your breath)
Tamerlane,A portrait taken after death.
Tamerlane,And boyhood is a summer sun
Tamerlane,Whose waning is the dreariest one—
Tamerlane,"For all we live to know is known,"
Tamerlane,And all we seek to keep hath flown—
Tamerlane,"Let life, then, as the day-flower, fall"
Tamerlane,With the noon-day beauty—which is all.
Tamerlane,I reached my home—my home no more—
Tamerlane,For all had flown who made it so.
Tamerlane,"I passed from out its mossy door,"
Tamerlane,"And, tho' my tread was soft and low,"
Tamerlane,A voice came from the threshold stone
Tamerlane,Of one whom I had earlier known—
Tamerlane,"O, I defy thee, Hell, to show"
Tamerlane,"On beds of fire that burn below,"
Tamerlane,An humbler heart—a deeper woe.
Tamerlane,"Father, I firmly do believe—"
Tamerlane,I know —for Death who comes for me
Tamerlane,"From regions of the blest afar,"
Tamerlane,"Where there is nothing to deceive,"
Tamerlane,Hath left his iron gate ajar.
Tamerlane,And rays of truth you cannot see
Tamerlane,Are flashing thro' Eternity——
Tamerlane,I do believe that Eblis hath
Tamerlane,A snare in every human path—
Tamerlane,"Else how, when in the holy grove"
Tamerlane,"I wandered of the idol, Love,—"
Tamerlane,Who daily scents his snowy wings
Tamerlane,With incense of burnt-offerings
Tamerlane,"From the most unpolluted things,"
Tamerlane,Whose pleasant bowers are yet so riven
Tamerlane,Above with trellised rays from Heaven
Tamerlane,No mote may shun—no tiniest fly—
Tamerlane,The light'ning of his eagle eye—
Tamerlane,"How was it that Ambition crept,"
Tamerlane,"Unseen, amid the revels there,"
Tamerlane,"Till growing bold, he laughed and leapt"
Tamerlane,In the tangles of Love's very hair! 1829. Note Contents p. 2
To Helen,"Helen, thy beauty is to me"
To Helen,"Like those Nicean barks of yore,"
To Helen,"That gently, o'er a perfumed sea,"
To Helen,"The weary, wayworn wanderer bore"
To Helen,To his own native shore.
To Helen,"On desperate seas long wont to roam,"
To Helen,"Thy hyacinth hair, thy classic face,"
To Helen,Thy Naiad airs have brought me home
To Helen,"To the glory that was Greece,"
To Helen,To the grandeur that was Rome.
To Helen,"Lo! in yon brilliant window niche,"
To Helen,"How statue-like I see thee stand,"
To Helen,The agate lamp within thy hand!
To Helen,"Ah, Psyche, from the regions which"
To Helen,Are Holy Land! 1831 Note Contents p. 2
The Valley of Unrest,Once it smiled a silent dell
The Valley of Unrest,Where the people did not dwell;
The Valley of Unrest,"They had gone unto the wars,"
The Valley of Unrest,"Trusting to the mild-eyed stars,"
The Valley of Unrest,"Nightly, from their azure towers,"
The Valley of Unrest,"To keep watch above the flowers,"
The Valley of Unrest,In the midst of which all day
The Valley of Unrest,"The red sun-light lazily lay, Now each visitor shall confess"
The Valley of Unrest,The sad valley's restlessness.
The Valley of Unrest,Nothing there is motionless—
The Valley of Unrest,Nothing save the airs that brood
The Valley of Unrest,Over the magic solitude.
The Valley of Unrest,"Ah, by no wind are stirred those trees"
The Valley of Unrest,That palpitate like the chill seas
The Valley of Unrest,Around the misty Hebrides!
The Valley of Unrest,"Ah, by no wind those clouds are driven"
The Valley of Unrest,That rustle through the unquiet Heaven
The Valley of Unrest,"Unceasingly, from morn till even,"
The Valley of Unrest,Over the violets there that lie
The Valley of Unrest,In myriad types of the human eye—
The Valley of Unrest,Over the lilies that wave
The Valley of Unrest,And weep above a nameless grave!
The Valley of Unrest,They wave:—from out their fragrant tops
The Valley of Unrest,Eternal dews come down in drops.
The Valley of Unrest,They weep:—from off their delicate stems
The Valley of Unrest,Perennial tears descend in gems. 1831 Note Contents p. 2
Israfel1,In Heaven a spirit doth dwell
Israfel1,"""Whose heart-strings are a lute;"""
Israfel1,None sing so wildly well
Israfel1,"As the angel Israfel,"
Israfel1,"And the giddy Stars (so legends tell),"
Israfel1,"Ceasing their hymns, attend the spell"
Israfel1,"Of his voice, all mute."
Israfel1,Tottering above
Israfel1,"In her highest noon,"
Israfel1,The enamoured Moon
Israfel1,"Blushes with love,"
Israfel1,"While, to listen, the red levin"
Israfel1,"(With the rapid Pleiads, even,"
Israfel1,"Which were seven),"
Israfel1,Pauses in Heaven.
Israfel1,And they say (the starry choir
Israfel1,And the other listening things)
Israfel1,That Israfeli's fire
Israfel1,Is owing to that lyre
Israfel1,By which he sits and sings—
Israfel1,The trembling living wire
Israfel1,Of those unusual strings.
Israfel1,"But the skies that angel trod,"
Israfel1,Where deep thoughts are a duty—
Israfel1,Where Love's a grow-up God—
Israfel1,Where the Houri glances are
Israfel1,Imbued with all the beauty
Israfel1,Which we worship in a star.
Israfel1,"Therefore, thou art not wrong,"
Israfel1,"Israfeli, who despisest"
Israfel1,An unimpassioned song;
Israfel1,"To thee the laurels belong,"
Israfel1,"Best bard, because the wisest!"
Israfel1,Merrily live and long!
Israfel1,The ecstasies above
Israfel1,With thy burning measures suit—
Israfel1,"Thy grief, thy joy, thy hate, thy love,"
Israfel1,With the fervor of thy lute—
Israfel1,Well may the stars be mute!
Israfel1,"Yes, Heaven is thine; but this"
Israfel1,Is a world of sweets and sours;
Israfel1,"Our flowers are merely—flowers,"
Israfel1,And the shadow of thy perfect bliss
Israfel1,Is the sunshine of ours.
Israfel1,If I could dwell
Israfel1,Where Israfel
Israfel1,"Hath dwelt, and he where I,"
Israfel1,He might not sing so wildly well
Israfel1,"A mortal melody,"
Israfel1,While a bolder note than this might swell
Israfel1,"From my lyre within the sky. 1836 Footnote 1: And the angel Israfel, whose heart-strings are a lute, and who has the"
Israfel1,sweetest voice of all God's creatures. Koran . return to footnote mark Note Contents p. 2
To ——,I heed not that my earthly lot
To ——,Hath—little of Earth in it—
To ——,That years of love have been forgot
To ——,In the hatred of a minute:—
To ——,I mourn not that the desolate
To ——,"Are happier, sweet, than I,"
To ——,But that you sorrow for my fate
To ——,Who am a passer-by. 1829 Contents p. 2
To ——,"The bowers whereat, in dreams, I see"
To ——,"The wantonest singing birds,"
To ——,Are lips—and all thy melody
To ——,Of lip-begotten words—
To ——,"Thine eyes, in Heaven of heart enshrined"
To ——,"Then desolately fall,"
To ——,O God! on my funereal mind
To ——,Like starlight on a pall—
To ——,"Thy heart— thy heart!—I wake and sigh,"
To ——,And sleep to dream till day
To ——,Of the truth that gold can never buy—
To ——,Of the baubles that it may. 1829 Contents p. 2
To the River,"Fair river! in thy bright, clear flow"
To the River,"Of crystal, wandering water,"
To the River,Thou art an emblem of the glow
To the River,Of beauty—the unhidden heart—
To the River,The playful maziness of art
To the River,In old Alberto's daughter;
To the River,But when within thy wave she looks—
To the River,"Which glistens then, and trembles—"
To the River,"Why, then, the prettiest of brooks"
To the River,Her worshipper resembles;
To the River,"For in his heart, as in thy stream,"
To the River,Her image deeply lies—
To the River,His heart which trembles at the beam
To the River,Of her soul-searching eyes. 1829 Contents p. 2 Contents
Song,I saw thee on thy bridal day—
Song,"When a burning blush came o'er thee,"
Song,"Though happiness around thee lay,"
Song,The world all love before thee:
Song,And in thine eye a kindling light
Song,(Whatever it might be)
Song,Was all on Earth my aching sight
Song,Of Loveliness could see.
Song,"That blush, perhaps, was maiden shame—"
Song,As such it well may pass—
Song,Though its glow hath raised a fiercer flame
Song,"In the breast of him, alas!"
Song,"Who saw thee on that bridal day,"
Song,"When that deep blush would come o'er thee,"
Song,"Though happiness around thee lay,"
Song,The world all love before thee. 1827 Contents p. 2
Spirits of the Dead,Thy soul shall find itself alone
Spirits of the Dead,'Mid dark thoughts of the gray tombstone
Spirits of the Dead,"Not one, of all the crowd, to pry"
Spirits of the Dead,Into thine hour of secrecy.
Spirits of the Dead,Be silent in that solitude
Spirits of the Dead,Which is not loneliness—for then
Spirits of the Dead,The spirits of the dead who stood
Spirits of the Dead,In life before thee are again
Spirits of the Dead,In death around thee—and their will
Spirits of the Dead,Shall overshadow thee: be still.
Spirits of the Dead,The night—tho' clear—shall frown—
Spirits of the Dead,And the stars shall not look down
Spirits of the Dead,"From their high thrones in the Heaven,"
Spirits of the Dead,With light like Hope to mortals given—
Spirits of the Dead,"But their red orbs, without beam,"
Spirits of the Dead,To thy weariness shall seem
Spirits of the Dead,As a burning and a fever
Spirits of the Dead,Which would cling to thee forever.
Spirits of the Dead,Now are thoughts thou shalt not banish—
Spirits of the Dead,Now are visions ne'er to vanish—
Spirits of the Dead,From thy spirit shall they pass
Spirits of the Dead,No more—like dew-drops from the grass.
Spirits of the Dead,The breeze—the breath of God—is still—
Spirits of the Dead,And the mist upon the hill
Spirits of the Dead,"Shadowy—shadowy—yet unbroken,"
Spirits of the Dead,Is a symbol and a token—
Spirits of the Dead,"How it hangs upon the trees,"
Spirits of the Dead,A mystery of mysteries! 1837 Contents p. 2
A Dream,In visions of the dark night
A Dream,I have dreamed of joy departed—
A Dream,But a waking dream of life and light
A Dream,Hath left me broken-hearted.
A Dream,Ah! what is not a dream by day
A Dream,To him whose eyes are cast
A Dream,On things around him with a ray
A Dream,Turned back upon the past?
A Dream,"That holy dream—that holy dream,"
A Dream,"While all the world were chiding,"
A Dream,"Hath cheered me as a lovely beam,"
A Dream,A lonely spirit guiding.
A Dream,"What though that light, thro' storm and night,"
A Dream,So trembled from afar—
A Dream,What could there be more purely bright
A Dream,In Truth's day star? 1837 Contents p. 2
Romance,"Romance, who loves to nod and sing,"
Romance,"With drowsy head and folded wing,"
Romance,Among the green leaves as they shake
Romance,"Far down within some shadowy lake,"
Romance,To me a painted paroquet
Romance,Hath been—a most familiar bird—
Romance,Taught me my alphabet to say—
Romance,To lisp my very earliest word
Romance,"While in the wild wood I did lie,"
Romance,A child—with a most knowing eye.
Romance,"Of late, eternal Condor years"
Romance,So shake the very Heaven on high
Romance,"With tumult as they thunder by,"
Romance,I have no time for idle cares
Romance,Though gazing on the unquiet sky.
Romance,And when an hour with calmer wings
Romance,Its down upon my spirit flings—
Romance,That little time with lyre and rhyme
Romance,To while away—forbidden things!
Romance,My heart would feel to be a crime
Romance,Unless it trembled with the strings. 1829 Contents p. 2
Fairyland,Dim vales—and shadowy floods—
Fairyland,"And cloudy-looking woods,"
Fairyland,Whose forms we can't discover
Fairyland,For the tears that drip all over
Fairyland,Huge moons there wax and wane—
Fairyland,Again—again—again—
Fairyland,Every moment of the night—
Fairyland,Forever changing places—
Fairyland,And they put out the star-light
Fairyland,With the breath from their pale faces.
Fairyland,About twelve by the moon-dial
Fairyland,One more filmy than the rest
Fairyland,"(A kind which, upon trial,"
Fairyland,They have found to be the best)
Fairyland,Comes down—still down—and down
Fairyland,With its centre on the crown
Fairyland,"Of a mountain's eminence,"
Fairyland,While its wide circumference
Fairyland,In easy drapery falls
Fairyland,"Over hamlets, over halls,"
Fairyland,Wherever they may be—
Fairyland,O'er the strange woods—o'er the sea—
Fairyland,Over spirits on the wing—
Fairyland,Over every drowsy thing—
Fairyland,And buries them up quite
Fairyland,In a labyrinth of light—
Fairyland,"And then, how deep!—O, deep!"
Fairyland,Is the passion of their sleep.
Fairyland,"In the morning they arise,"
Fairyland,And their moony covering
Fairyland,"Is soaring in the skies,"
Fairyland,"With the tempests as they toss,"
Fairyland,Like—almost any thing—
Fairyland,Or a yellow Albatross.
Fairyland,They use that moon no more
Fairyland,For the same end as before—
Fairyland,Videlicet a tent—
Fairyland,Which I think extravagant:
Fairyland,"Its atomies, however,"
Fairyland,"Into a shower dissever,"
Fairyland,"Of which those butterflies,"
Fairyland,"Of Earth, who seek the skies,"
Fairyland,And so come down again
Fairyland,(Never-contented thing!)
Fairyland,Have brought a specimen
Fairyland,Upon their quivering wings. 1831 Contents p. 2
The Lake,In spring of youth it was my lot
The Lake,To haunt of the wide world a spot
The Lake,The which I could not love the less—
The Lake,So lovely was the loneliness
The Lake,"Of a wild lake, with black rock bound,"
The Lake,And the tall pines that towered around.
The Lake,But when the Night had thrown her pall
The Lake,"Upon the spot, as upon all,"
The Lake,And the mystic wind went by
The Lake,Murmuring in melody—
The Lake,"Then—ah, then, I would awake"
The Lake,To the terror of the lone lake.
The Lake,"Yet that terror was not fright,"
The Lake,But a tremulous delight—
The Lake,A feeling not the jewelled mine
The Lake,Could teach or bribe me to define—
The Lake,Nor Love—although the Love were thine.
The Lake,"Death was in that poisonous wave,"
The Lake,And in its gulf a fitting grave
The Lake,For him who thence could solace bring
The Lake,To his lone imagining—
The Lake,Whose solitary soul could make
The Lake,An Eden of that dim lake. 1827 Contents p. 2
Evening Star,"'Twas noontide of summer,"
Evening Star,"And midtime of night,"
Evening Star,"And stars, in their orbits,"
Evening Star,"Shone pale, through the light"
Evening Star,"Of the brighter, cold moon."
Evening Star,"'Mid planets her slaves,"
Evening Star,"Herself in the Heavens,"
Evening Star,Her beam on the waves.
Evening Star,I gazed awhile
Evening Star,On her cold smile;
Evening Star,Too cold—too cold for me—
Evening Star,"There passed, as a shroud,"
Evening Star,"A fleecy cloud,"
Evening Star,"And I turned away to thee,"
Evening Star,"Proud Evening Star,"
Evening Star,In thy glory afar
Evening Star,And dearer thy beam shall be;
Evening Star,For joy to my heart
Evening Star,Is the proud part
Evening Star,"Thou bearest in Heaven at night,"
Evening Star,And more I admire
Evening Star,"Thy distant fire,"
Evening Star,"Than that colder, lowly light. 1827 Contents p. 2"
Imitation,A dark unfathomed tide
Imitation,Of interminable pride—
Imitation,"A mystery, and a dream,"
Imitation,Should my early life seem;
Imitation,I say that dream was fraught
Imitation,With a wild and waking thought
Imitation,"Of beings that have been,"
Imitation,"Which my spirit hath not seen,"
Imitation,"Had I let them pass me by,"
Imitation,With a dreaming eye!
Imitation,Let none of earth inherit
Imitation,That vision on my spirit;
Imitation,"Those thoughts I would control,"
Imitation,As a spell upon his soul:
Imitation,For that bright hope at last
Imitation,"And that light time have past,"
Imitation,And my wordly rest hath gone
Imitation,With a sigh as it passed on:
Imitation,I care not though it perish
Imitation,With a thought I then did cherish. 1827 Contents p. 3
"""The Happiest Day""",I The happiest day—the happiest hour
"""The Happiest Day""","My seared and blighted heart hath known,"
"""The Happiest Day""","The highest hope of pride and power,"
"""The Happiest Day""",I feel hath flown. II Of power! said I? Yes! such I ween
"""The Happiest Day""","But they have vanished long, alas!"
"""The Happiest Day""",The visions of my youth have been—
"""The Happiest Day""","But let them pass. III And pride, what have I now with thee?"
"""The Happiest Day""",Another brow may ev'n inherit
"""The Happiest Day""",The venom thou hast poured on me—
"""The Happiest Day""",Be still my spirit! IV The happiest day—the happiest hour
"""The Happiest Day""",Mine eyes shall see—have ever seen
"""The Happiest Day""",The brightest glance of pride and power
"""The Happiest Day""",I feel have been: V But were that hope of pride and power
"""The Happiest Day""",Now offered with the pain
"""The Happiest Day""",Ev'n then I felt—that brightest hour
"""The Happiest Day""",I would not live again: VI For on its wing was dark alloy
"""The Happiest Day""",And as it fluttered—fell
"""The Happiest Day""",An essence—powerful to destroy
"""The Happiest Day""",A soul that knew it well. 1827 Contents p. 3
Hymn (translation from the Greek,"Hymn to Aristogeiton and Harmodius I Wreathed in myrtle, my sword I'll conceal,"
Hymn (translation from the Greek,"Like those champions devoted and brave,"
Hymn (translation from the Greek,"When they plunged in the tyrant their steel,"
Hymn (translation from the Greek,And to Athens deliverance gave. II Beloved heroes! your deathless souls roam
Hymn (translation from the Greek,In the joy breathing isles of the blest;
Hymn (translation from the Greek,Where the mighty of old have their home—
Hymn (translation from the Greek,"Where Achilles and Diomed rest. III In fresh myrtle my blade I'll entwine,"
Hymn (translation from the Greek,"Like Harmodius, the gallant and good,"
Hymn (translation from the Greek,When he made at the tutelar shrine
Hymn (translation from the Greek,A libation of Tyranny's blood. IV Ye deliverers of Athens from shame!
Hymn (translation from the Greek,Ye avengers of Liberty's wrongs!
Hymn (translation from the Greek,"Endless ages shall cherish your fame,"
Hymn (translation from the Greek,Embalmed in their echoing songs! 1827 Contents p. 3
Dreams,Oh! that my young life were a lasting dream!
Dreams,"My spirit not awakening, till the beam"
Dreams,Of an Eternity should bring the morrow.
Dreams,"Yes! though that long dream were of hopeless sorrow,"
Dreams,'Twere better than the cold reality
Dreams,"Of waking life, to him whose heart must be,"
Dreams,"And hath been still, upon the lovely earth,"
Dreams,"A chaos of deep passion, from his birth."
Dreams,But should it be—that dream eternally
Dreams,Continuing—as dreams have been to me
Dreams,"In my young boyhood—should it thus be given,"
Dreams,'Twere folly still to hope for higher Heaven.
Dreams,For I have revelled when the sun was bright
Dreams,"I' the summer sky, in dreams of living light"
Dreams,"And loveliness,—have left my very heart Inclines of my imaginary apart 1 From mine own home, with beings that have been"
Dreams,Of mine own thought—what more could I have seen?
Dreams,'Twas once—and only once—and the wild hour
Dreams,From my remembrance shall not pass—some power
Dreams,Or spell had bound me—'twas the chilly wind
Dreams,"Came o'er me in the night, and left behind"
Dreams,Its image on my spirit—or the moon
Dreams,Shone on my slumbers in her lofty noon
Dreams,Too coldly—or the stars—howe'er it was
Dreams,"That dream was that that night-wind—let it pass. I have been happy, though in a dream."
Dreams,I have been happy—and I love the theme:
Dreams,Dreams! in their vivid coloring of life
Dreams,"As in that fleeting, shadowy, misty strife"
Dreams,Of semblance with reality which brings
Dreams,"To the delirious eye, more lovely things"
Dreams,Of Paradise and Love—and all my own!—
Dreams,Than young Hope in his sunniest hour hath known. Footnote 1: In climes of mine imagining apart?—Ed. return Contents p. 3
"""In Youth I have Known One""","How often we forget all time, when lone"
"""In Youth I have Known One""",Admiring Nature's universal throne;
"""In Youth I have Known One""",Her woods—her wilds—her mountains—the intense
"""In Youth I have Known One""",Reply of Hers to Our intelligence! I In youth I have known one with whom the Earth
"""In Youth I have Known One""","In secret communing held—as he with it,"
"""In Youth I have Known One""","In daylight, and in beauty, from his birth:"
"""In Youth I have Known One""","Whose fervid, flickering torch of life was lit"
"""In Youth I have Known One""","From the sun and stars, whence he had drawn forth"
"""In Youth I have Known One""",A passionate light such for his spirit was fit—
"""In Youth I have Known One""",And yet that spirit knew—not in the hour
"""In Youth I have Known One""","Of its own fervor—what had o'er it power. II Perhaps it may be that my mind is wrought To a ferver 1 by the moonbeam that hangs o'er,"
"""In Youth I have Known One""",But I will half believe that wild light fraught
"""In Youth I have Known One""",With more of sovereignty than ancient lore
"""In Youth I have Known One""",Hath ever told—or is it of a thought
"""In Youth I have Known One""","The unembodied essence, and no more"
"""In Youth I have Known One""",That with a quickening spell doth o'er us pass
"""In Youth I have Known One""","As dew of the night-time, o'er the summer grass? III Doth o'er us pass, when, as th' expanding eye"
"""In Youth I have Known One""",To the loved object—so the tear to the lid
"""In Youth I have Known One""","Will start, which lately slept in apathy?"
"""In Youth I have Known One""",And yet it need not be—(that object) hid
"""In Youth I have Known One""",From us in life—but common—which doth lie
"""In Youth I have Known One""",Each hour before us—but then only bid
"""In Youth I have Known One""","With a strange sound, as of a harp-string broken"
"""In Youth I have Known One""",T' awake us—'Tis a symbol and a token— IV Of what in other worlds shall be—and given
"""In Youth I have Known One""","In beauty by our God, to those alone"
"""In Youth I have Known One""",Who otherwise would fall from life and Heaven
"""In Youth I have Known One""","Drawn by their heart's passion, and that tone,"
"""In Youth I have Known One""",That high tone of the spirit which hath striven
"""In Youth I have Known One""",Though not with Faith—with godliness—whose throne
"""In Youth I have Known One""",With desperate energy 't hath beaten down;
"""In Youth I have Known One""","Wearing its own deep feeling as a crown. Footnote 1: Query ""fervor""?—Ed. return Contents p. 3"
A Pæan,I How shall the burial rite be read?
A Pæan,The solemn song be sung?
A Pæan,"The requiem for the loveliest dead,"
A Pæan,"That ever died so young? II Her friends are gazing on her,"
A Pæan,"And on her gaudy bier,"
A Pæan,And weep!—oh! to dishonor
A Pæan,Dead beauty with a tear! III They loved her for her wealth—
A Pæan,And they hated her for her pride—
A Pæan,"But she grew in feeble health,"
A Pæan,And they love her—that she died. IV They tell me (while they speak
A Pæan,"Of her ""costly broider'd pall"")"
A Pæan,That my voice is growing weak—
A Pæan,That I should not sing at all— V Or that my tone should be
A Pæan,Tun'd to such solemn song
A Pæan,"So mournfully—so mournfully,"
A Pæan,"That the dead may feel no wrong. VI But she is gone above,"
A Pæan,"With young Hope at her side,"
A Pæan,And I am drunk with love
A Pæan,"Of the dead, who is my bride.— VII Of the dead—dead who lies"
A Pæan,"All perfum'd there,"
A Pæan,With the death upon her eyes.
A Pæan,And the life upon her hair. VIII Thus on the coffin loud and long
A Pæan,I strike—the murmur sent
A Pæan,"Through the gray chambers to my song,"
A Pæan,Shall be the accompaniment. IX Thou diedst in thy life's June—
A Pæan,But thou didst not die too fair:
A Pæan,"Thou didst not die too soon,"
A Pæan,"Nor with too calm an air. X From more than friends on earth,"
A Pæan,"Thy life and love are riven,"
A Pæan,To join the untainted mirth
A Pæan,"Of more than thrones in heaven.— XI Therefore, to thee this night"
A Pæan,"I will no requiem raise,"
A Pæan,"But waft thee on thy flight,"
A Pæan,"With a Pæan of old days. Contents p. 3 Notes On the ""Poems written in Youth"" little comment is needed. This"
A Pæan,section includes the pieces printed for the first volume of 1827 (which
A Pæan,"was subsequently suppressed), such poems from the first and second"
A Pæan,published volumes of 1829 and 1831 as have not already been given in
A Pæan,"their revised versions, and a few others collected from various sources."
"Note on To Helen, The Valley of Unrest, Israfel etc.","""To Helen"" first appeared in the 1831 volume, as did also ""The"
"Note on To Helen, The Valley of Unrest, Israfel etc.","Valley of Unrest"" (as ""The Valley Nis""), ""Israfel,"" and one or two"
"Note on To Helen, The Valley of Unrest, Israfel etc.",others of the youthful pieces. Contents p. 2
Alone,From childhood's hour I have not been
Alone,As others were—I have not seen
Alone,As others saw—I could not bring
Alone,My passions from a common spring—
Alone,From the same source I have not taken
Alone,My sorrow—I could not awaken
Alone,My heart to joy at the same tone—
Alone,And all I loved— I loved alone— Thou —in my childhood—in the dawn
Alone,Of a most stormy life—was drawn
Alone,From every depth of good and ill
Alone,The mystery which binds me still—
Alone,"From the torrent, or the fountain—"
Alone,From the red cliff of the mountain—
Alone,From the sun that round me roll'd
Alone,In its autumn tint of gold—
Alone,From the lightning in the sky
Alone,As it passed me flying by—
Alone,From the thunder and the storm—
Alone,And the cloud that took the form
Alone,(When the rest of Heaven was blue)
Alone,"Of a demon in my view. March 17, 1829 Note Contents p. 3"
To Isadore,"I Beneath the vine-clad eaves,"
To Isadore,Whose shadows fall before
To Isadore,Thy lowly cottage door—
To Isadore,Under the lilac's tremulous leaves—
To Isadore,Within thy snowy clasped hand
To Isadore,The purple flowers it bore.
To Isadore,"Last eve in dreams, I saw thee stand,"
To Isadore,Like queenly nymph from Fairy-land—
To Isadore,"Enchantress of the flowery wand,"
To Isadore,Most beauteous Isadore! II And when I bade the dream
To Isadore,"Upon thy spirit flee,"
To Isadore,Thy violet eyes to me
To Isadore,"Upturned, did overflowing seem"
To Isadore,"With the deep, untold delight"
To Isadore,Of Love's serenity;
To Isadore,"Thy classic brow, like lilies white"
To Isadore,And pale as the Imperial Night
To Isadore,"Upon her throne, with stars bedight,"
To Isadore,Enthralled my soul to thee! III Ah! ever I behold
To Isadore,"Thy dreamy, passionate eyes,"
To Isadore,Blue as the languid skies
To Isadore,Hung with the sunset's fringe of gold;
To Isadore,"Now strangely clear thine image grows,"
To Isadore,And olden memories
To Isadore,Are startled from their long repose
To Isadore,Like shadows on the silent snows
To Isadore,When suddenly the night-wind blows
To Isadore,"Where quiet moonlight lies. IV Like music heard in dreams,"
To Isadore,"Like strains of harps unknown,"
To Isadore,"Of birds for ever flown,—"
To Isadore,Audible as the voice of streams
To Isadore,"That murmur in some leafy dell,"
To Isadore,"I hear thy gentlest tone,"
To Isadore,And Silence cometh with her spell
To Isadore,"Like that which on my tongue doth dwell,"
To Isadore,When tremulous in dreams I tell
To Isadore,"My love to thee alone! V In every valley heard,"
To Isadore,"Floating from tree to tree,"
To Isadore,"Less beautiful to me,"
To Isadore,"The music of the radiant bird,"
To Isadore,Than artless accents such as thine
To Isadore,Whose echoes never flee!
To Isadore,Ah! how for thy sweet voice I pine:—
To Isadore,For uttered in thy tones benign
To Isadore,(Enchantress!) this rude name of mine
To Isadore,Doth seem a melody! Note Contents p. 3
The Village Street,"In these rapid, restless shadows,"
The Village Street,"Once I walked at eventide,"
